Date/time;LCSS_t[c];LCSS_rh[%];REFERENCE_CO2[ppm];IRCA1(1)_co2[ppm];TDS0058(1)_co2[ppm]
07/02/2020_22:40:18;22.0;48.5;1243;1104.0;1140.00
07/02/2020_22:45:18;21.9;48.3;1252;1075.4;1130.00
07/02/2020_22:50:18;22.0;48.4;1235;1080.4;1120.00
07/02/2020_22:55:18;21.9;48.4;1240;1079.3;1120.00
07/02/2020_23:00:18;21.9;48.6;1238;1091.6;1120.00
07/02/2020_23:05:18;21.9;48.7;1221;1088.8;1120.00
07/02/2020_23:10:18;21.8;48.6;1220;1059.1;1120.00
07/02/2020_23:15:18;21.9;48.6;1204;1035.0;1100.00
07/02/2020_23:20:18;21.8;48.5;1209;1047.8;1080.00
07/02/2020_23:25:18;21.8;48.5;1192;1008.8;1080.00
07/02/2020_23:30:18;21.8;48.8;1181;1023.6;1070.00
07/02/2020_23:35:18;21.9;48.9;1192;1027.2;1090.00
07/02/2020_23:40:18;21.9;48.8;1217;1060.5;1110.00
07/02/2020_23:45:18;21.8;48.8;1212;1072.7;1110.00
07/02/2020_23:50:18;21.9;49.0;1224;1063.3;1130.00
07/02/2020_23:55:18;21.8;49.1;1232;1099.5;1130.00
08/02/2020_00:00:18;21.8;49.0;1235;1082.8;1140.00
08/02/2020_00:05:18;21.8;49.0;1244;1095.5;1150.00
08/02/2020_00:10:18;21.7;49.2;1243;1070.9;1140.00
08/02/2020_00:15:18;21.8;49.2;1238;1064.6;1110.00
08/02/2020_00:20:18;21.9;49.1;1215;1043.5;1090.00
08/02/2020_00:25:18;21.8;49.1;1215;1049.6;1090.00
08/02/2020_00:30:18;21.8;49.1;1201;1044.7;1110.00
08/02/2020_00:35:18;21.9;49.4;1226;1081.0;1140.00
08/02/2020_00:40:18;21.9;49.3;1234;1140.1;1150.00
08/02/2020_00:45:18;21.7;49.6;1249;1077.7;1130.00
08/02/2020_00:50:18;21.8;49.6;1258;1064.2;1140.00
08/02/2020_00:55:18;21.7;49.6;1243;1063.8;1130.00
08/02/2020_01:00:18;21.7;49.8;1246;1094.3;1130.00
08/02/2020_01:05:18;21.6;49.6;1241;1087.5;1140.00
08/02/2020_01:10:18;21.7;49.2;1243;1059.6;1140.00
08/02/2020_01:15:18;21.7;49.5;1232;1057.3;1120.00
08/02/2020_01:20:18;21.7;49.6;1226;1082.1;1120.00
08/02/2020_01:25:18;21.5;49.8;1218;1067.7;1110.00
08/02/2020_01:30:18;21.6;49.9;1221;1056.5;1100.00
08/02/2020_01:35:18;21.7;49.5;1209;1061.0;1100.00
08/02/2020_01:40:18;21.7;49.6;1206;1052.5;1100.00
08/02/2020_01:45:18;21.6;49.9;1217;1033.8;1110.00
08/02/2020_01:50:18;21.7;49.5;1209;1047.5;1090.00
08/02/2020_01:55:18;21.6;49.8;1195;1050.2;1090.00
08/02/2020_02:00:18;21.7;49.6;1198;1043.1;1080.00
08/02/2020_02:05:18;21.6;49.7;1206;1059.6;1080.00
08/02/2020_02:10:18;21.6;49.8;1200;1021.0;1080.00
08/02/2020_02:15:18;21.5;50.0;1187;1004.8;1080.00
08/02/2020_02:20:18;21.4;50.0;1181;1027.9;1070.00
08/02/2020_02:25:18;21.5;50.0;1177;1011.0;1050.00
08/02/2020_02:30:18;21.5;50.2;1167;1022.8;1050.00
08/02/2020_02:35:18;21.5;50.0;1161;1004.5;1050.00
08/02/2020_02:40:18;21.6;50.0;1183;1016.4;1050.00
08/02/2020_02:45:18;21.5;50.0;1158;1014.6;1040.00
08/02/2020_02:50:18;21.6;50.0;1161;972.3;1040.00
08/02/2020_02:55:18;21.4;50.0;1158;996.6;1030.00
08/02/2020_03:00:19;21.5;50.0;1155;993.7;1030.00
08/02/2020_03:05:19;21.5;50.0;1150;988.9;1030.00
08/02/2020_03:10:19;21.5;50.0;1143;976.3;1020.00
08/02/2020_03:15:19;21.5;50.1;1121;955.3;1010.00
08/02/2020_03:20:19;21.4;50.3;1141;976.7;1000.00
08/02/2020_03:25:19;21.4;50.1;1132;956.2;990.00
08/02/2020_03:30:19;21.4;50.0;1121;960.4;990.00
08/02/2020_03:35:19;21.4;49.9;1116;959.2;990.00
08/02/2020_03:40:19;21.5;50.1;1106;951.1;990.00
08/02/2020_03:45:19;21.5;50.2;1104;963.3;990.00
08/02/2020_03:50:19;21.5;50.3;1098;925.6;980.00
08/02/2020_03:55:19;21.5;50.1;1089;918.1;960.00
08/02/2020_04:00:19;21.5;50.3;1089;952.9;970.00
08/02/2020_04:05:19;21.5;50.4;1076;926.0;960.00
08/02/2020_04:10:19;21.4;50.4;1072;916.0;950.00
08/02/2020_04:15:19;21.5;50.3;1066;900.4;940.00
08/02/2020_04:20:19;21.4;50.4;1076;896.5;940.00
08/02/2020_04:25:19;21.5;50.4;1055;907.3;930.00
08/02/2020_04:30:19;21.4;50.7;1049;890.6;930.00
08/02/2020_04:35:19;21.5;50.4;1036;873.3;920.00
08/02/2020_04:40:19;21.3;50.7;1047;897.3;920.00
08/02/2020_04:45:19;21.4;50.6;1038;897.9;910.00
08/02/2020_04:50:19;21.4;50.7;1033;863.1;910.00
08/02/2020_04:55:19;21.4;50.6;1033;874.4;900.00
08/02/2020_05:00:19;21.4;50.7;1027;868.6;900.00
08/02/2020_05:05:19;21.3;50.7;1018;870.3;900.00
08/02/2020_05:10:19;21.4;50.6;1019;854.9;900.00
08/02/2020_05:15:19;21.3;50.7;1015;854.6;890.00
08/02/2020_05:20:19;21.4;50.7;1021;847.5;890.00
08/02/2020_05:25:19;21.3;50.9;1010;858.4;890.00
08/02/2020_05:30:19;21.4;50.8;1015;853.3;890.00
08/02/2020_05:35:19;21.4;50.7;1001;821.7;890.00
08/02/2020_05:40:19;21.5;50.9;1007;846.2;890.00
08/02/2020_05:45:19;21.3;50.8;1007;863.9;880.00
08/02/2020_05:50:19;21.4;50.6;1012;801.4;880.00
08/02/2020_05:55:19;21.4;50.9;993;820.3;880.00
08/02/2020_06:00:19;21.4;50.8;1001;857.2;880.00
08/02/2020_06:05:19;21.4;50.9;992;837.0;870.00
08/02/2020_06:10:19;21.4;50.8;990;832.1;880.00
08/02/2020_06:15:19;21.4;50.8;984;821.3;870.00
08/02/2020_06:20:19;21.5;50.7;984;836.5;860.00
08/02/2020_06:25:19;21.4;50.9;996;844.2;870.00
08/02/2020_06:30:19;21.3;51.0;990;821.7;860.00
08/02/2020_06:35:19;21.3;50.8;981;829.6;860.00
08/02/2020_06:40:19;21.5;50.7;984;837.1;860.00
08/02/2020_06:45:19;21.4;50.9;976;831.5;860.00
08/02/2020_06:50:19;21.4;50.8;984;817.9;860.00
08/02/2020_06:55:19;21.3;50.7;984;806.3;860.00
08/02/2020_07:00:19;21.3;51.1;982;819.9;850.00
08/02/2020_07:05:19;21.4;51.0;981;850.2;850.00
08/02/2020_07:10:19;21.4;51.2;978;822.5;860.00
08/02/2020_07:15:19;21.4;51.1;982;797.8;860.00
08/02/2020_07:20:19;21.3;51.2;975;827.6;850.00
08/02/2020_07:25:19;21.5;50.8;975;829.3;860.00
08/02/2020_07:30:19;21.4;50.9;984;824.6;860.00
08/02/2020_07:35:19;21.6;50.6;981;821.1;860.00
08/02/2020_07:40:19;21.5;50.9;964;827.0;860.00
08/02/2020_07:45:19;21.6;50.8;979;822.2;850.00
08/02/2020_07:50:19;21.5;50.8;967;814.3;850.00
08/02/2020_07:55:19;21.5;50.8;970;808.3;850.00
08/02/2020_08:00:19;21.6;50.8;965;812.8;860.00
08/02/2020_08:05:19;21.6;50.7;973;817.1;850.00
08/02/2020_08:10:19;21.7;50.7;970;808.4;850.00
08/02/2020_08:15:19;21.6;51.0;967;810.0;850.00
08/02/2020_08:20:19;21.6;50.9;968;821.0;840.00
08/02/2020_08:25:19;21.6;50.9;958;812.3;840.00
08/02/2020_08:30:19;21.6;51.0;967;800.0;850.00
08/02/2020_08:35:19;21.7;50.6;962;793.0;840.00
08/02/2020_08:40:19;21.7;50.9;952;803.4;830.00
08/02/2020_08:45:19;21.6;50.5;961;800.7;840.00
08/02/2020_08:50:19;21.7;50.9;968;806.0;830.00
08/02/2020_08:55:19;21.6;51.1;967;801.4;830.00
08/02/2020_09:00:19;21.5;51.0;944;796.0;830.00
08/02/2020_09:05:19;21.5;51.1;962;792.4;830.00
08/02/2020_09:10:19;21.5;51.3;950;802.8;830.00
08/02/2020_09:15:19;21.6;51.1;944;773.9;830.00
08/02/2020_09:20:19;21.6;51.3;945;783.8;820.00
08/02/2020_09:25:19;21.6;51.2;947;796.0;820.00
08/02/2020_09:30:19;21.7;51.5;970;857.9;870.00
08/02/2020_09:35:19;21.6;52.3;1016;885.7;920.00
08/02/2020_09:40:19;21.8;52.9;1070;928.5;970.00
08/02/2020_09:45:19;21.8;53.2;1103;988.2;1020.00
08/02/2020_09:50:19;21.9;53.3;1121;957.3;1020.00
08/02/2020_09:55:19;22.0;53.2;1147;996.7;1050.00
08/02/2020_10:00:19;22.1;53.2;1183;1020.3;1070.00
08/02/2020_10:05:19;22.1;53.5;1153;978.1;1020.00
08/02/2020_10:10:19;22.1;53.4;1104;919.5;950.00
08/02/2020_10:15:19;22.2;53.5;1106;905.3;970.00
08/02/2020_10:20:19;22.2;53.5;1101;912.3;980.00
08/02/2020_10:25:19;22.3;53.7;1104;950.0;1000.00
08/02/2020_10:30:19;22.4;53.5;1106;947.4;980.00
08/02/2020_10:35:19;22.3;53.2;1101;920.4;970.00
08/02/2020_10:40:19;22.5;53.5;1135;958.2;1020.00
08/02/2020_10:45:19;22.5;53.1;1132;968.7;1020.00
08/02/2020_10:50:19;22.6;53.0;1144;958.0;1020.00
08/02/2020_10:55:19;22.7;53.0;1170;1002.7;1040.00
08/02/2020_11:00:19;22.9;52.9;1183;1038.3;1070.00
08/02/2020_11:05:19;22.8;52.8;1192;1033.0;1090.00
08/02/2020_11:10:19;22.8;52.8;1215;1053.6;1100.00
08/02/2020_11:15:19;22.9;52.6;1226;979.4;1090.00
08/02/2020_11:20:19;22.8;52.5;1195;1005.7;1070.00
08/02/2020_11:25:19;22.8;52.2;1167;973.4;1040.00
08/02/2020_11:30:19;22.9;52.4;1138;991.4;1010.00
08/02/2020_11:35:19;22.8;51.9;1084;861.1;920.00
08/02/2020_11:40:19;22.8;50.1;939;551.7;590.00
08/02/2020_11:45:19;22.6;50.5;705;463.5;470.00
08/02/2020_11:50:19;22.8;50.0;634;445.0;470.00
08/02/2020_11:55:19;22.5;51.2;651;559.8;570.00
08/02/2020_12:00:19;22.5;52.3;693;607.5;630.00
08/02/2020_12:05:19;22.5;52.3;785;713.1;700.00
08/02/2020_12:10:19;22.6;52.3;845;754.8;760.00
08/02/2020_12:15:19;22.6;52.3;878;744.9;790.00
08/02/2020_12:20:19;22.7;52.1;890;741.2;780.00
08/02/2020_12:25:19;22.7;52.2;893;758.8;780.00
08/02/2020_12:30:19;22.7;52.1;878;766.1;780.00
08/02/2020_12:35:19;22.9;51.8;882;700.6;750.00
08/02/2020_12:40:19;22.9;51.6;845;709.5;720.00
08/02/2020_12:45:19;22.9;51.4;867;750.8;760.00
08/02/2020_12:50:19;22.9;51.2;871;725.3;760.00
08/02/2020_12:55:19;23.0;50.9;874;711.1;730.00
08/02/2020_13:00:19;22.9;50.2;782;609.2;680.00
08/02/2020_13:05:19;22.8;50.6;797;675.0;680.00
08/02/2020_13:10:19;22.7;51.3;811;687.5;690.00
08/02/2020_13:15:19;22.8;51.1;830;671.7;710.00
08/02/2020_13:20:19;23.0;51.0;871;729.4;780.00
08/02/2020_13:25:19;23.2;48.1;777;653.9;690.00
08/02/2020_13:30:19;23.1;47.8;767;677.3;680.00
08/02/2020_13:35:19;23.1;48.1;811;715.2;730.00
08/02/2020_13:40:19;23.1;48.8;919;818.6;840.00
08/02/2020_13:45:19;23.1;48.2;913;789.9;810.00
08/02/2020_13:50:19;23.3;47.1;882;718.9;730.00
08/02/2020_13:55:19;23.3;48.4;882;753.2;770.00
08/02/2020_14:00:19;23.2;49.0;887;727.1;780.00
08/02/2020_14:05:19;23.3;49.2;891;757.5;780.00
08/02/2020_14:10:19;23.3;49.3;905;764.9;790.00
08/02/2020_14:15:19;23.2;49.5;910;764.3;800.00
08/02/2020_14:20:19;23.2;49.2;905;758.9;790.00
08/02/2020_14:25:19;23.1;49.2;904;739.1;780.00
08/02/2020_14:30:19;23.1;49.3;893;758.8;780.00
08/02/2020_14:35:19;22.9;49.8;933;808.2;850.00
08/02/2020_14:40:19;22.9;50.2;993;927.1;950.00
08/02/2020_14:45:19;23.2;45.7;898;538.3;560.00
08/02/2020_14:50:19;23.2;44.3;669;430.5;440.00
08/02/2020_14:55:19;23.3;44.4;594;421.4;440.00
08/02/2020_15:00:19;23.1;46.0;594;438.4;470.00
08/02/2020_15:05:19;23.1;46.3;632;550.2;550.00
08/02/2020_15:10:19;23.3;46.4;682;563.0;580.00
08/02/2020_15:15:19;23.2;46.6;711;584.6;600.00
08/02/2020_15:20:19;23.3;47.0;728;587.4;620.00
08/02/2020_15:25:19;23.3;46.9;742;629.1;640.00
08/02/2020_15:30:19;23.2;47.2;753;618.9;650.00
08/02/2020_15:35:19;23.3;45.6;731;529.7;550.00
08/02/2020_15:40:19;23.3;46.8;773;683.5;720.00
08/02/2020_15:45:19;23.3;47.3;850;739.0;770.00
08/02/2020_15:50:19;23.2;47.7;885;745.6;780.00
08/02/2020_15:55:19;23.3;48.0;933;822.3;850.00
08/02/2020_16:00:19;23.2;47.9;950;826.8;840.00
08/02/2020_16:05:19;23.3;47.7;939;778.7;810.00
08/02/2020_16:10:19;23.4;47.7;941;844.5;840.00
08/02/2020_16:15:19;23.2;48.5;956;849.8;870.00
08/02/2020_16:20:19;23.2;47.3;939;723.7;740.00
08/02/2020_16:25:19;23.2;44.6;725;570.4;530.00
08/02/2020_16:30:19;23.2;45.4;742;580.7;610.00
08/02/2020_16:35:19;23.3;43.7;666;528.1;550.00
08/02/2020_16:40:19;23.1;44.6;656;533.2;550.00
08/02/2020_16:45:19;23.1;43.6;612;440.6;470.00
08/02/2020_16:50:19;22.6;44.3;589;445.6;430.00
08/02/2020_16:55:19;22.3;44.4;560;423.4;420.00
08/02/2020_17:00:19;22.1;44.5;529;412.3;410.00
08/02/2020_17:05:19;22.2;46.6;543;426.3;430.00
08/02/2020_17:10:19;21.9;45.2;528;440.0;420.00
08/02/2020_17:15:19;22.1;45.0;540;422.5;420.00
08/02/2020_17:20:19;22.4;45.3;532;405.0;420.00
08/02/2020_17:25:19;22.2;44.0;531;426.9;420.00
08/02/2020_17:30:19;22.1;44.5;523;447.7;420.00
08/02/2020_17:35:19;22.3;43.5;537;432.9;430.00
08/02/2020_17:40:19;22.4;43.6;540;424.9;430.00
08/02/2020_17:45:19;22.4;43.7;532;410.9;410.00
08/02/2020_17:50:19;22.4;44.0;543;450.6;440.00
08/02/2020_17:55:19;22.4;45.3;565;485.2;450.00
08/02/2020_18:00:19;22.4;46.6;609;543.5;540.00
08/02/2020_18:05:19;22.4;46.8;663;610.4;590.00
08/02/2020_18:10:19;22.4;47.1;713;669.7;640.00
08/02/2020_18:15:19;22.5;49.0;802;736.9;720.00
08/02/2020_18:20:19;22.5;47.9;814;690.1;700.00
08/02/2020_18:25:19;22.4;47.5;796;644.6;650.00
08/02/2020_18:30:19;22.3;47.6;771;672.1;640.00
08/02/2020_18:35:19;22.2;47.4;743;633.5;640.00
08/02/2020_18:40:19;22.1;46.9;733;617.3;610.00
08/02/2020_18:45:19;22.1;47.4;717;606.4;590.00
08/02/2020_18:50:19;22.1;47.1;708;632.4;590.00
08/02/2020_18:55:19;22.1;47.2;708;599.6;590.00
08/02/2020_19:00:19;22.0;47.5;703;612.9;600.00
08/02/2020_19:05:19;22.0;47.5;697;595.3;590.00
08/02/2020_19:10:19;22.2;47.2;690;601.4;580.00
08/02/2020_19:15:19;21.9;47.0;697;592.8;570.00
08/02/2020_19:20:19;21.9;47.3;688;563.3;560.00
08/02/2020_19:25:19;21.9;47.0;665;558.8;550.00
08/02/2020_19:30:19;21.9;47.1;654;544.0;530.00
08/02/2020_19:35:19;21.8;47.2;652;540.4;520.00
08/02/2020_19:40:19;21.7;47.4;622;531.5;500.00
08/02/2020_19:45:19;21.7;47.3;614;492.6;490.00
08/02/2020_19:50:19;21.7;47.5;609;501.8;480.00
08/02/2020_19:55:19;21.6;47.9;594;502.8;470.00
08/02/2020_20:00:19;21.6;48.2;591;487.1;460.00
08/02/2020_20:05:19;21.5;48.2;583;483.9;450.00
08/02/2020_20:10:19;21.5;48.7;571;465.3;450.00
08/02/2020_20:15:19;21.5;48.8;568;462.0;440.00
08/02/2020_20:20:19;21.4;49.6;569;463.3;440.00
08/02/2020_20:25:19;21.4;49.8;560;454.8;430.00
08/02/2020_20:30:19;21.4;50.3;554;459.8;430.00
08/02/2020_20:35:19;21.4;50.4;546;481.3;430.00
08/02/2020_20:40:19;21.2;50.7;557;457.1;430.00
08/02/2020_20:45:19;21.3;51.0;534;460.6;430.00
08/02/2020_20:50:19;21.2;50.9;546;469.4;420.00
08/02/2020_20:55:19;21.1;51.4;543;485.7;430.00
08/02/2020_21:00:19;21.2;51.4;543;440.6;420.00
08/02/2020_21:05:19;21.2;51.4;546;459.1;430.00
08/02/2020_21:10:19;21.1;51.7;549;463.8;420.00
08/02/2020_21:15:19;21.3;51.4;545;467.0;420.00
08/02/2020_21:20:19;21.2;52.3;543;464.6;420.00
08/02/2020_21:25:19;21.3;52.2;543;448.7;420.00
08/02/2020_21:30:19;21.2;52.4;523;462.7;420.00
08/02/2020_21:35:19;20.7;54.9;577;530.0;470.00
08/02/2020_21:40:19;20.6;55.7;583;493.6;450.00
08/02/2020_21:45:19;20.8;55.7;602;536.6;490.00
08/02/2020_21:50:19;20.7;56.0;614;570.0;510.00
08/02/2020_21:55:19;20.6;56.3;612;545.8;480.00
08/02/2020_22:00:19;20.4;56.7;591;533.0;440.00
08/02/2020_22:05:19;20.0;56.0;559;487.1;420.00
08/02/2020_22:10:19;20.0;55.4;555;538.1;420.00
08/02/2020_22:15:19;19.9;55.4;557;516.3;420.00
08/02/2020_22:20:19;19.8;54.7;551;501.7;430.00
08/02/2020_22:25:19;19.8;54.3;552;550.8;440.00
08/02/2020_22:30:19;19.7;54.5;560;642.1;430.00
08/02/2020_22:35:19;19.7;53.8;560;665.4;440.00
08/02/2020_22:40:19;19.6;53.6;565;570.7;430.00
08/02/2020_22:45:19;19.6;53.8;560;518.3;440.00
08/02/2020_22:50:19;19.5;53.1;557;484.8;430.00
08/02/2020_22:55:19;19.5;54.0;562;496.4;430.00
08/02/2020_23:00:19;19.1;56.4;549;478.2;410.00
08/02/2020_23:05:19;19.2;56.7;555;494.2;420.00
08/02/2020_23:10:19;19.2;57.2;557;492.4;440.00
08/02/2020_23:15:19;19.2;57.7;563;485.7;440.00
08/02/2020_23:20:19;19.1;58.1;560;485.9;440.00
08/02/2020_23:25:19;19.2;57.8;563;485.7;440.00
08/02/2020_23:30:19;19.1;57.6;557;487.8;440.00
08/02/2020_23:35:19;19.2;57.4;560;484.2;440.00
08/02/2020_23:40:19;19.4;56.6;563;496.9;440.00
08/02/2020_23:45:19;19.5;55.9;554;490.1;430.00
08/02/2020_23:50:19;19.5;55.6;551;469.2;420.00
08/02/2020_23:55:19;19.7;54.6;549;486.0;420.00
09/02/2020_00:00:19;19.5;54.9;537;478.1;410.00
09/02/2020_00:05:19;19.5;54.5;540;462.2;410.00
09/02/2020_00:10:19;19.5;54.5;534;465.0;410.00
09/02/2020_00:15:19;19.5;54.5;536;461.6;410.00
09/02/2020_00:20:19;19.5;54.8;539;478.6;410.00
09/02/2020_00:25:19;19.4;55.2;525;444.9;400.00
09/02/2020_00:30:19;19.5;55.1;538;465.7;400.00
09/02/2020_00:35:19;19.4;55.1;529;479.6;400.00
09/02/2020_00:40:19;19.4;55.1;540;464.5;400.00
09/02/2020_00:45:19;19.5;54.8;534;476.4;400.00
09/02/2020_00:50:19;19.4;55.0;532;482.7;400.00
09/02/2020_00:55:19;19.4;55.1;529;502.5;410.00
09/02/2020_01:00:19;19.3;55.5;528;500.6;400.00
09/02/2020_01:05:19;19.4;55.7;529;511.5;400.00
09/02/2020_01:10:19;19.3;55.8;518;494.3;400.00
09/02/2020_01:15:19;19.3;56.3;534;509.2;400.00
09/02/2020_01:20:19;19.3;56.5;528;529.7;400.00
09/02/2020_01:25:19;19.4;56.7;529;518.7;400.00
09/02/2020_01:30:19;19.3;57.0;532;513.9;400.00
09/02/2020_01:35:19;19.3;57.4;537;532.6;400.00
09/02/2020_01:40:19;19.3;57.3;531;522.0;400.00
09/02/2020_01:45:19;19.2;57.8;535;509.8;400.00
09/02/2020_01:50:19;19.2;58.2;535;531.6;400.00
09/02/2020_01:55:19;19.3;58.4;528;580.2;400.00
09/02/2020_02:00:19;19.3;58.4;526;557.3;400.00
09/02/2020_02:05:19;19.4;58.7;523;511.0;400.00
09/02/2020_02:10:19;19.3;59.4;528;522.3;400.00
09/02/2020_02:15:19;19.3;59.6;528;493.4;400.00
09/02/2020_02:20:19;19.3;59.7;526;537.4;400.00
09/02/2020_02:25:19;19.4;59.4;532;528.5;400.00
09/02/2020_02:30:19;19.3;59.2;540;533.3;410.00
09/02/2020_02:35:19;19.4;59.0;551;559.2;420.00
09/02/2020_02:40:19;19.4;58.5;558;549.6;430.00
09/02/2020_02:45:19;19.3;58.6;557;531.9;430.00
09/02/2020_02:50:19;19.4;58.4;571;577.9;440.00
09/02/2020_02:55:19;19.3;58.3;569;604.6;440.00
09/02/2020_03:00:19;19.3;58.0;563;644.2;430.00
09/02/2020_03:05:19;19.2;58.7;554;513.3;430.00
09/02/2020_03:10:19;19.2;58.3;551;506.9;430.00
09/02/2020_03:15:19;19.2;58.1;560;497.1;420.00
09/02/2020_03:20:19;19.0;58.5;549;489.3;420.00
09/02/2020_03:25:19;19.2;58.3;545;461.6;410.00
09/02/2020_03:30:19;19.1;58.4;548;458.3;410.00
09/02/2020_03:35:19;19.1;58.4;549;473.4;410.00
09/02/2020_03:40:19;19.1;58.3;546;474.4;410.00
09/02/2020_03:45:19;19.1;58.3;540;438.9;410.00
09/02/2020_03:50:19;19.2;58.5;537;448.6;410.00
09/02/2020_03:55:19;19.4;58.0;594;556.7;520.00
09/02/2020_04:00:19;19.8;56.5;617;530.0;500.00
09/02/2020_04:05:19;19.9;55.9;614;511.2;490.00
09/02/2020_04:10:19;19.9;55.9;612;520.3;490.00
09/02/2020_04:15:19;20.0;55.4;617;513.7;500.00
09/02/2020_04:20:19;20.0;55.1;616;521.2;490.00
09/02/2020_04:25:19;19.9;55.0;614;502.3;490.00
09/02/2020_04:30:19;20.1;54.8;612;531.5;500.00
09/02/2020_04:35:19;20.1;54.7;648;542.9;510.00
09/02/2020_04:40:19;20.1;54.6;665;567.6;530.00
09/02/2020_04:45:19;20.3;54.4;663;552.2;540.00
09/02/2020_04:50:19;20.3;54.1;680;556.6;550.00
09/02/2020_04:55:19;20.3;54.2;688;582.1;560.00
09/02/2020_05:00:19;20.3;54.3;682;576.3;560.00
09/02/2020_05:05:19;20.3;54.3;703;588.2;580.00
09/02/2020_05:10:19;20.2;54.4;711;596.7;590.00
09/02/2020_05:15:19;20.3;54.3;713;599.8;590.00
09/02/2020_05:20:19;20.4;54.3;731;624.8;600.00
09/02/2020_05:25:19;20.3;54.4;737;608.6;610.00
09/02/2020_05:30:19;20.3;54.2;753;596.3;610.00
09/02/2020_05:35:19;20.2;54.3;756;649.3;620.00
09/02/2020_05:40:19;20.3;54.4;751;634.9;620.00
09/02/2020_05:45:19;20.4;54.1;751;647.2;630.00
09/02/2020_05:50:19;20.3;54.3;767;631.9;640.00
09/02/2020_05:55:19;20.4;54.4;774;652.3;650.00
09/02/2020_06:00:19;20.3;54.4;780;663.1;660.00
09/02/2020_06:05:19;20.4;54.1;785;672.0;670.00
09/02/2020_06:10:19;20.3;54.2;787;660.6;660.00
09/02/2020_06:15:19;20.3;54.3;791;658.2;660.00
09/02/2020_06:20:19;20.3;54.3;785;674.3;650.00
09/02/2020_06:25:19;20.4;54.2;790;668.9;660.00
09/02/2020_06:30:19;20.3;54.3;794;644.4;650.00
09/02/2020_06:35:19;20.5;54.0;797;664.4;660.00
09/02/2020_06:40:19;20.4;53.9;793;691.1;660.00
09/02/2020_06:45:19;20.4;54.0;796;666.4;670.00
09/02/2020_06:50:19;20.3;54.1;791;664.5;660.00
09/02/2020_06:55:19;20.4;54.0;790;652.7;670.00
09/02/2020_07:00:19;20.4;53.8;796;669.5;660.00
09/02/2020_07:05:19;20.5;53.7;785;639.8;660.00
09/02/2020_07:10:19;20.3;53.8;808;665.6;660.00
09/02/2020_07:15:19;20.5;53.6;790;659.2;670.00
09/02/2020_07:20:19;20.5;53.7;791;682.4;660.00
09/02/2020_07:25:19;20.4;53.4;799;655.4;660.00
09/02/2020_07:30:19;20.5;53.4;790;651.5;660.00
09/02/2020_07:35:19;20.6;53.4;790;652.9;670.00
09/02/2020_07:40:19;20.7;53.2;794;670.7;660.00
09/02/2020_07:45:19;20.7;53.1;796;654.4;660.00
09/02/2020_07:50:19;20.6;53.0;790;672.2;660.00
09/02/2020_07:55:19;20.7;52.9;796;654.6;670.00
09/02/2020_08:00:19;20.7;53.1;797;663.5;670.00
09/02/2020_08:05:19;20.5;53.3;796;676.1;650.00
09/02/2020_08:10:19;20.5;53.4;782;642.7;650.00
09/02/2020_08:15:19;20.5;53.1;791;653.0;660.00
09/02/2020_08:20:19;20.6;52.7;790;673.9;650.00
09/02/2020_08:25:19;20.7;52.3;782;641.1;650.00
09/02/2020_08:30:19;20.7;52.6;788;655.7;650.00
09/02/2020_08:35:19;20.7;52.5;779;646.3;650.00
09/02/2020_08:40:19;20.9;52.1;776;670.9;650.00
09/02/2020_08:45:19;20.7;52.4;779;642.6;650.00
09/02/2020_08:50:19;20.8;52.3;780;624.2;650.00
09/02/2020_08:55:19;20.7;52.4;782;639.0;640.00
09/02/2020_09:00:19;20.8;52.0;776;655.0;640.00
09/02/2020_09:05:19;20.8;51.9;768;641.7;640.00
09/02/2020_09:10:19;20.9;51.8;776;628.9;640.00
09/02/2020_09:15:19;20.8;51.8;773;648.1;640.00
09/02/2020_09:20:19;20.8;51.6;762;648.3;640.00
09/02/2020_09:25:19;20.8;52.2;782;707.3;690.00
09/02/2020_09:30:19;20.9;51.8;816;672.5;700.00
09/02/2020_09:35:19;21.0;52.2;848;760.3;780.00
09/02/2020_09:40:19;21.1;52.2;893;794.9;800.00
09/02/2020_09:45:19;21.3;53.7;989;969.1;990.00
